Date 	Value
Apr 1, 1920 	108.26
Mar 1, 1920 	112.47
Feb 1, 1920 	106.15
Jan 1, 1920 	116.92
Dec 1, 1919 	120.61
Nov 1, 1919 	126.95
Oct 1, 1919 	133.70
Sep 1, 1919 	129.35
Aug 1, 1919 	128.06
Jul 1, 1919 	139.67
Jun 1, 1919 	139.27
May 1, 1919 	135.64
Apr 1, 1919 	128.39
Mar 1, 1919 	126.53
Feb 1, 1919 	124.30
Jan 1, 1919 	121.58
Dec 1, 1918 	122.35
Nov 1, 1918 	126.36
Oct 1, 1918 	125.54
Sep 1, 1918 	122.73
Aug 1, 1918 	125.78
Jul 1, 1918 	127.10
Jun 1, 1918 	129.51
May 1, 1918 	131.12
Apr 1, 1918 	129.75
Mar 1, 1918 	132.88
Feb 1, 1918 	134.66
Jan 1, 1918 	131.61
Dec 1, 1917 	126.84
Nov 1, 1917 	133.26
Oct 1, 1917 	145.38
Sep 1, 1917 	156.02
Aug 1, 1917 	167.68
Jul 1, 1917 	175.49
Jun 1, 1917 	177.70
May 1, 1917 	176.89
Apr 1, 1917 	185.98
Mar 1, 1917 	198.26
Feb 1, 1917 	192.30
Jan 1, 1917 	209.03
Dec 1, 1916 	215.89
Nov 1, 1916 	226.88
Oct 1, 1916 	225.70
Sep 1, 1916 	222.86
Aug 1, 1916 	218.04
Jul 1, 1916 	218.40
Jun 1, 1916 	221.47
May 1, 1916 	221.40
Apr 1, 1916 	218.66
Mar 1, 1916 	223.18
Feb 1, 1916 	226.06
Jan 1, 1916 	229.26
Dec 1, 1915 	235.20
Nov 1, 1915 	234.71
Oct 1, 1915 	228.99
Sep 1, 1915 	219.11
Aug 1, 1915 	211.27
Jul 1, 1915 	202.67
Jun 1, 1915 	203.43
May 1, 1915 	201.15
Apr 1, 1915 	208.02
Mar 1, 1915 	195.40
Feb 1, 1915 	188.59
Jan 1, 1915 	189.26
Dec 1, 1914 	185.97
Nov 1, 1914 	192.41
Oct 1, 1914 	194.32
Sep 1, 1914 	192.41
Aug 1, 1914 	192.41
Jul 1, 1914 	196.26
Jun 1, 1914 	209.86
May 1, 1914 	210.89
Apr 1, 1914 	211.74
Mar 1, 1914 	214.76
Feb 1, 1914 	218.89
Jan 1, 1914 	213.89
Dec 1, 1913 	205.46
Nov 1, 1913 	203.68
Oct 1, 1913 	211.08
Sep 1, 1913 	217.98
Aug 1, 1913 	218.12
Jul 1, 1913 	212.44
Jun 1, 1913 	211.74
May 1, 1913 	225.25
Apr 1, 1913 	229.21
Mar 1, 1913 	229.47
Feb 1, 1913 	233.90
Jan 1, 1913 	242.51
Dec 1, 1912 	247.12
Nov 1, 1912 	253.72
Oct 1, 1912 	256.59
Sep 1, 1912 	257.11
Aug 1, 1912 	258.45
Jul 1, 1912 	255.02
Jun 1, 1912 	254.75
May 1, 1912 	252.39
Apr 1, 1912 	252.65
Mar 1, 1912 	252.29
Feb 1, 1912 	250.29
Jan 1, 1912 	255.27
Dec 1, 1911 	257.53
Nov 1, 1911 	253.87
Oct 1, 1911 	241.43
Sep 1, 1911 	240.04
Aug 1, 1911 	256.67
Jul 1, 1911 	278.07
Jun 1, 1911 	282.42
May 1, 1911 	276.87
Apr 1, 1911 	271.03
Mar 1, 1911 	263.46
Feb 1, 1911 	269.55
Jan 1, 1911 	256.66
Dec 1, 1910 	250.56
Nov 1, 1910 	257.76
Oct 1, 1910 	252.84
Sep 1, 1910 	234.74
Aug 1, 1910 	230.78
Jul 1, 1910 	223.02
Jun 1, 1910 	234.90
May 1, 1910 	244.55
Apr 1, 1910 	244.00
Mar 1, 1910 	252.26
Feb 1, 1910 	250.90
Jan 1, 1910 	260.19
Dec 1, 1909 	263.48
Nov 1, 1909 	262.78
Oct 1, 1909 	266.76
Sep 1, 1909 	270.97
Aug 1, 1909 	273.55
Jul 1, 1909 	269.65
Jun 1, 1909 	265.86
May 1, 1909 	264.05
Apr 1, 1909 	258.04
Mar 1, 1909 	252.16
Feb 1, 1909 	248.76
Jan 1, 1909 	258.98
Dec 1, 1908 	255.27
Nov 1, 1908 	252.40
Oct 1, 1908 	238.80
Sep 1, 1908 	238.61
Aug 1, 1908 	241.24
Jul 1, 1908 	231.31
Jun 1, 1908 	225.45
May 1, 1908 	225.15
Apr 1, 1908 	213.65
Mar 1, 1908 	205.10
Feb 1, 1908 	197.03
Jan 1, 1908 	202.14
Dec 1, 1907 	191.88
Nov 1, 1907 	178.65
Oct 1, 1907 	182.06
Sep 1, 1907 	206.27
Aug 1, 1907 	208.48
Jul 1, 1907 	225.37
Jun 1, 1907 	217.06
May 1, 1907 	226.72
Apr 1, 1907 	239.83
Mar 1, 1907 	238.68
Feb 1, 1907 	261.77
Jan 1, 1907 	276.05
Dec 1, 1906 	281.27
Nov 1, 1906 	286.73
Oct 1, 1906 	284.17
Sep 1, 1906 	299.43
Aug 1, 1906 	293.56
Jul 1, 1906 	279.62
Jun 1, 1906 	277.64
May 1, 1906 	274.06
Apr 1, 1906 	284.51
Mar 1, 1906 	288.43
Feb 1, 1906 	295.68
Jan 1, 1906 	297.79
Dec 1, 1905 	287.83
Nov 1, 1905 	284.25
Oct 1, 1905 	288.88
Sep 1, 1905 	284.87
Aug 1, 1905 	280.89
Jul 1, 1905 	273.76
Jun 1, 1905 	265.42
May 1, 1905 	262.34
Apr 1, 1905 	272.95
Mar 1, 1905 	276.31
Feb 1, 1905 	265.50
Jan 1, 1905 	254.34
Dec 1, 1904 	248.91
Nov 1, 1904 	246.50
Oct 1, 1904 	239.19
Sep 1, 1904 	225.92
Aug 1, 1904 	219.00
Jul 1, 1904 	214.17
Jun 1, 1904 	205.64
May 1, 1904 	205.32
Apr 1, 1904 	204.93
Mar 1, 1904 	197.84
Feb 1, 1904 	196.11
Jan 1, 1904 	206.17
Dec 1, 1903 	207.53
Nov 1, 1903 	198.37
Oct 1, 1903 	195.57
Sep 1, 1903 	199.69
Aug 1, 1903 	207.13
Jul 1, 1903 	214.00
Jun 1, 1903 	224.31
May 1, 1903 	237.43
Apr 1, 1903 	236.62
Mar 1, 1903 	246.69
Feb 1, 1903 	248.17
Jan 1, 1903 	249.65
Dec 1, 1902 	240.32
Nov 1, 1902 	248.61
Oct 1, 1902 	250.29
Sep 1, 1902 	276.48
Aug 1, 1902 	278.92
Jul 1, 1902 	268.67
Jun 1, 1902 	262.73
May 1, 1902 	267.24
Apr 1, 1902 	271.22
Mar 1, 1902 	265.25
Feb 1, 1902 	264.93
Jan 1, 1902 	262.66
Dec 1, 1901 	254.27
Nov 1, 1901 	261.37
Oct 1, 1901 	259.15
Sep 1, 1901 	262.10
Aug 1, 1901 	266.49
Jul 1, 1901 	266.29
Jun 1, 1901 	288.85
May 1, 1901 	262.68
Apr 1, 1901 	276.62
Mar 1, 1901 	252.19
Feb 1, 1901 	243.46
Jan 1, 1901 	234.34
Dec 1, 1900 	230.70
Nov 1, 1900 	214.78
Oct 1, 1900 	199.20
Sep 1, 1900 	190.02
Aug 1, 1900 	196.88
Jul 1, 1900 	191.99
Jun 1, 1900 	194.23
May 1, 1900 	197.89
Apr 1, 1900 	202.78
Mar 1, 1900 	200.22
Feb 1, 1900 	198.62
Jan 1, 1900 	197.32
Dec 1, 1899 	194.73
Nov 1, 1899 	211.65
Oct 1, 1899 	210.14
Sep 1, 1899 	213.91
Aug 1, 1899 	224.52
Jul 1, 1899 	221.97
Jun 1, 1899 	217.25
May 1, 1899 	225.42
Apr 1, 1899 	235.22
Mar 1, 1899 	235.32
Feb 1, 1899 	232.02
Jan 1, 1899 	229.84
Dec 1, 1898 	213.59
Nov 1, 1898 	204.13
Oct 1, 1898 	197.61
Sep 1, 1898 	201.83
Aug 1, 1898 	202.21
Jul 1, 1898 	194.92
Jun 1, 1898 	191.28
May 1, 1898 	172.13
Apr 1, 1898 	172.76
Mar 1, 1898 	175.78
Feb 1, 1898 	184.10
Jan 1, 1898 	187.25
Dec 1, 1897 	182.26
Nov 1, 1897 	178.42
Oct 1, 1897 	184.95
Sep 1, 1897 	188.26
Aug 1, 1897 	184.76
Jul 1, 1897 	181.49
Jun 1, 1897 	173.76
May 1, 1897 	166.02
Apr 1, 1897 	162.88
Mar 1, 1897 	165.49
Feb 1, 1897 	165.10
Jan 1, 1897 	166.68
Dec 1, 1896 	161.92
Nov 1, 1896 	168.06
Oct 1, 1896 	161.94
Sep 1, 1896 	163.18
Aug 1, 1896 	155.04
Jul 1, 1896 	164.40
Jun 1, 1896 	175.79
May 1, 1896 	176.52
Apr 1, 1896 	174.58
Mar 1, 1896 	170.37
Feb 1, 1896 	173.09
Jan 1, 1896 	163.84
Dec 1, 1895 	163.31
Nov 1, 1895 	171.24
Oct 1, 1895 	177.20
Sep 1, 1895 	179.82
Aug 1, 1895 	178.70
Jul 1, 1895 	173.55
Jun 1, 1895 	170.61
May 1, 1895 	169.51
Apr 1, 1895 	163.03
Mar 1, 1895 	162.98
Feb 1, 1895 	162.98
Jan 1, 1895 	165.31
Dec 1, 1894 	167.25
Nov 1, 1894 	166.53
Oct 1, 1894 	166.53
Sep 1, 1894 	167.13
Aug 1, 1894 	166.71
Jul 1, 1894 	165.31
Jun 1, 1894 	168.81
May 1, 1894 	171.14
Apr 1, 1894 	177.76
Mar 1, 1894 	175.42
Feb 1, 1894 	165.58
Jan 1, 1894 	161.16
Dec 1, 1893 	160.08
Nov 1, 1893 	163.57
Oct 1, 1893 	156.88
Sep 1, 1893 	154.46
Aug 1, 1893 	150.02
Jul 1, 1893 	147.74
Jun 1, 1893 	158.77
May 1, 1893 	162.53
Apr 1, 1893 	176.00
Mar 1, 1893 	173.97
Feb 1, 1893 	176.23
Jan 1, 1893 	181.47
Dec 1, 1892 	185.03
Nov 1, 1892 	189.28
Oct 1, 1892 	194.89
Sep 1, 1892 	191.05
Aug 1, 1892 	195.93
Jul 1, 1892 	195.81
Jun 1, 1892 	201.10
May 1, 1892 	202.19
Apr 1, 1892 	202.19
Mar 1, 1892 	199.71
Feb 1, 1892 	192.45
Jan 1, 1892 	192.10
Dec 1, 1891 	183.85
Nov 1, 1891 	178.41
Oct 1, 1891 	178.98
Sep 1, 1891 	178.98
Aug 1, 1891 	163.40
Jul 1, 1891 	158.10
Jun 1, 1891 	158.90
May 1, 1891 	158.32
Apr 1, 1891 	156.99
Mar 1, 1891 	153.84
Feb 1, 1891 	158.50
Jan 1, 1891 	158.57
Dec 1, 1890 	148.80
Nov 1, 1890 	152.36
Oct 1, 1890 	160.47
Sep 1, 1890 	168.05
Aug 1, 1890 	173.03
Jul 1, 1890 	183.62
Jun 1, 1890 	184.95
May 1, 1890 	186.27
Apr 1, 1890 	181.00
Mar 1, 1890 	177.31
Feb 1, 1890 	178.65
Jan 1, 1890 	180.66
Dec 1, 1889 	174.30
Nov 1, 1889 	177.33
Oct 1, 1889 	178.98
Sep 1, 1889 	182.30
Aug 1, 1889 	180.33
Jul 1, 1889 	177.98
Jun 1, 1889 	181.67
May 1, 1889 	178.65
Apr 1, 1889 	169.71
Mar 1, 1889 	170.04
Feb 1, 1889 	171.44
Jan 1, 1889 	167.59
Dec 1, 1888 	158.64
Nov 1, 1888 	161.72
Oct 1, 1888 	167.14
Sep 1, 1888 	169.94
Aug 1, 1888 	165.84
Jul 1, 1888 	162.36
Jun 1, 1888 	160.24
May 1, 1888 	163.31
Apr 1, 1888 	159.33
Mar 1, 1888 	156.79
Feb 1, 1888 	162.96
Jan 1, 1888 	162.12
Dec 1, 1887 	162.65
Nov 1, 1887 	167.42
Oct 1, 1887 	166.31
Sep 1, 1887 	174.03
Aug 1, 1887 	174.31
Jul 1, 1887 	180.82
Jun 1, 1887 	183.27
May 1, 1887 	186.37
Apr 1, 1887 	183.21
Mar 1, 1887 	179.10
Feb 1, 1887 	175.00
Jan 1, 1887 	178.47
Dec 1, 1886 	184.78
Nov 1, 1886 	191.91
Oct 1, 1886 	187.27
Sep 1, 1886 	182.63
Aug 1, 1886 	177.99
Jul 1, 1886 	178.98
Jun 1, 1886 	178.41
May 1, 1886 	168.57
Apr 1, 1886 	167.74
Mar 1, 1886 	167.89
Feb 1, 1886 	169.51
Jan 1, 1886 	166.31
Dec 1, 1885 	162.45
Nov 1, 1885 	167.59
Oct 1, 1885 	159.15
Sep 1, 1885 	150.42
Aug 1, 1885 	150.64
Jul 1, 1885 	142.65
Jun 1, 1885 	139.10
May 1, 1885 	136.46
Apr 1, 1885 	134.87
Mar 1, 1885 	136.83
Feb 1, 1885 	133.42
Jan 1, 1885 	130.86
Dec 1, 1884 	133.95
Nov 1, 1884 	132.81
Oct 1, 1884 	132.55
Sep 1, 1884 	135.45
Aug 1, 1884 	138.43
Jul 1, 1884 	130.26
Jun 1, 1884 	128.78
May 1, 1884 	134.27
Apr 1, 1884 	143.04
Mar 1, 1884 	146.74
Feb 1, 1884 	147.29
Jan 1, 1884 	143.42
Dec 1, 1883 	147.85
Nov 1, 1883 	152.82
Oct 1, 1883 	148.95
Sep 1, 1883 	153.11
Aug 1, 1883 	149.98
Jul 1, 1883 	157.11
Jun 1, 1883 	156.39
May 1, 1883 	150.46
Apr 1, 1883 	151.52
Mar 1, 1883 	147.09
Feb 1, 1883 	143.86
Jan 1, 1883 	148.62
Dec 1, 1882 	149.39
Nov 1, 1882 	147.15
Oct 1, 1882 	152.37
Sep 1, 1882 	155.12
Aug 1, 1882 	149.55
Jul 1, 1882 	146.45
Jun 1, 1882 	137.45
May 1, 1882 	139.37
Apr 1, 1882 	142.44
Mar 1, 1882 	143.68
Feb 1, 1882 	143.93
Jan 1, 1882 	148.61
Dec 1, 1881 	150.87
Nov 1, 1881 	155.39
Oct 1, 1881 	152.88
Sep 1, 1881 	156.89
Aug 1, 1881 	161.67
Jul 1, 1881 	168.86
Jun 1, 1881 	176.81
May 1, 1881 	174.66
Apr 1, 1881 	165.40
Mar 1, 1881 	167.68
Feb 1, 1881 	165.80
Jan 1, 1881 	167.92
Dec 1, 1880 	156.93
Nov 1, 1880 	152.19
Oct 1, 1880 	146.14
Sep 1, 1880 	142.03
Aug 1, 1880 	143.69
Jul 1, 1880 	138.71
Jun 1, 1880 	132.62
May 1, 1880 	129.40
Apr 1, 1880 	136.47
Mar 1, 1880 	134.23
Feb 1, 1880 	133.02
Jan 1, 1880 	130.72
Dec 1, 1879 	129.62
Nov 1, 1879 	133.74
Oct 1, 1879 	133.78
Sep 1, 1879 	127.32
Aug 1, 1879 	127.15
Jul 1, 1879 	126.21
Jun 1, 1879 	125.09
May 1, 1879 	123.09
Apr 1, 1879 	117.78
Mar 1, 1879 	112.65
Feb 1, 1879 	113.27
Jan 1, 1879 	110.49
Dec 1, 1878 	107.78
Nov 1, 1878 	105.94
Oct 1, 1878 	104.99
Sep 1, 1878 	105.09
Aug 1, 1878 	103.00
Jul 1, 1878 	104.99
Jun 1, 1878 	104.11
May 1, 1878 	99.71
Apr 1, 1878 	96.16
Mar 1, 1878 	92.61
Feb 1, 1878 	89.01
Jan 1, 1878 	89.98
Dec 1, 1877 	87.33
Nov 1, 1877 	87.60
Oct 1, 1877 	87.20
Sep 1, 1877 	85.36
Aug 1, 1877 	79.53
Jul 1, 1877 	71.54
Jun 1, 1877 	69.14
May 1, 1877 	70.48
Apr 1, 1877 	71.76
Mar 1, 1877 	79.58
Feb 1, 1877 	80.07
Jan 1, 1877 	82.92
Dec 1, 1876 	85.10
Nov 1, 1876 	87.12
Oct 1, 1876 	89.58
Sep 1, 1876 	91.73
Aug 1, 1876 	98.65
Jul 1, 1876 	103.84
Jun 1, 1876 	105.11
May 1, 1876 	103.01
Apr 1, 1876 	103.17
Mar 1, 1876 	106.22
Feb 1, 1876 	106.46
Jan 1, 1876 	105.05
Dec 1, 1875 	102.08
Nov 1, 1875 	101.15
Oct 1, 1875 	98.73
Sep 1, 1875 	100.34
Aug 1, 1875 	100.35
Jul 1, 1875 	100.80
Jun 1, 1875 	100.57
May 1, 1875 	100.91
Apr 1, 1875 	102.35
Mar 1, 1875 	101.91
Feb 1, 1875 	100.58
Jan 1, 1875 	100.80
Dec 1, 1874 	100.80
Nov 1, 1874 	101.46
Oct 1, 1874 	99.71
Sep 1, 1874 	98.32
Aug 1, 1874 	96.81
Jul 1, 1874 	95.86
Jun 1, 1874 	96.59
May 1, 1874 	94.77
Apr 1, 1874 	96.51
Mar 1, 1874 	97.72
Feb 1, 1874 	99.16
Jan 1, 1874 	96.27
Dec 1, 1873 	92.74
Nov 1, 1873 	86.83
Oct 1, 1873 	87.27
Sep 1, 1873 	93.39
Aug 1, 1873 	101.12
Jul 1, 1873 	101.12
Jun 1, 1873 	101.32
May 1, 1873 	99.73
Apr 1, 1873 	97.35
Mar 1, 1873 	98.70
Feb 1, 1873 	99.48
Jan 1, 1873 	100.92
Dec 1, 1872 	100.13
Nov 1, 1872 	96.34
Oct 1, 1872 	99.61
Sep 1, 1872 	97.08
Aug 1, 1872 	99.53
Jul 1, 1872 	101.50
Jun 1, 1872 	100.61
May 1, 1872 	100.82
Apr 1, 1872 	100.82
Mar 1, 1872 	100.31
Feb 1, 1872 	98.58
Jan 1, 1872 	98.18
Dec 1, 1871 	95.75
Nov 1, 1871 	95.86
Oct 1, 1871 	94.82
Sep 1, 1871 	101.55
Aug 1, 1871 	102.95
Jul 1, 1871 	100.06
Jun 1, 1871 	101.97
May 1, 1871 	101.22
Apr 1, 1871 	96.44
Mar 1, 1871 	90.41
Feb 1, 1871 	89.56
Jan 1, 1871 	91.06
